entry,name,requiredlevel,ilvl
24831,Nexus-Strider Greaves,60,90
24832,Nexus-Strider Breastplate,60,90
24833,Nexus-Strider Gloves,60,90
24834,Nexus-Strider Helmet,60,90
24835,Nexus-Strider Legwraps,60,90
24836,Nexus-Strider Mantle,60,90
24837,Nexus-Strider Bracer,60,90
24838,Wrathfin Waistband,61,93
24839,Wrathfin Greaves,61,93
24840,Wrathfin Armor,61,93
24841,Wrathfin Gloves,61,93
24842,Wrathfin Helmet,61,93
24843,Wrathfin Legguards,61,93
24844,Wrathfin Mantle,61,93
24845,Wrathfin Bindings,61,93
24846,Fenclaw Waistband,62,96
24847,Fenclaw Footwraps,62,96
24848,Fenclaw Armor,62,96
24849,Fenclaw Fists,62,96
24850,Fenclaw Helm,62,96
24851,Fenclaw Legguards,62,96
24852,Fenclaw Mantle,62,96
24853,Fenclaw Bindings,62,96
24854,Marshcreeper Belt,63,99
24855,Marshcreeper Sludgeboots,63,99
24856,Marshcreeper Fen-Vest,63,99
24857,Marshcreeper Gloves,63,99
24858,Marshcreeper Helm,63,99
24859,Marshcreeper Leggings,63,99
24860,Marshcreeper Mantle,63,99
24861,Marshcreeper Bracelets,63,99
24862,Blood Knight Girdle,64,102
24863,Blood Knight Boots,64,102
24864,Blood Knight Breastplate,64,102
24865,Blood Knight Gauntlets,64,102
24866,Blood Knight Helm,64,102
24867,Blood Knight Greaves,64,102
24868,Blood Knight Pauldrons,64,102
24869,Blood Knight Bracers,64,102
24870,Ironspine Belt,65,105
24871,Ironspine Greaves,65,105
24872,Ironspine Chain Vest,65,105
24873,Ironspine Gloves,65,105
24874,Ironspine Helm,65,105
24875,Ironspine Legguards,65,105
24876,Ironspine Shoulderguards,65,105
24877,Ironspine Bracelets,65,105
24878,Der'izu Belt,66,108
24879,Der'izu Greaves,66,108
24880,Der'izu Chestpiece,66,108
24881,Der'izu Fists,66,108
24882,Der'izu Helm,66,108
24883,Der'izu Legguards,66,108
24884,Der'izu Spaulders,66,108
24885,Der'izu Bracer,66,108
24886,Skettis Belt,67,111
24887,Skettis Footwraps,67,111
24888,Skettis Chestpiece,67,111
24889,Skettis Gauntlets,67,111
24890,Skettis Helmet,67,111
24891,Skettis Legguards,67,111
24892,Skettis Spaulders,67,111
24893,Skettis Bracer,67,111
24894,Sundered Waistband,68,114
24895,Sundered Footwraps,68,114
24896,Sundered Chestpiece,68,114
24897,Sundered Gauntlets,68,114
24898,Sundered Helmet,68,114
24899,Sundered Legguards,68,114
24900,Sundered Spaulders,68,114
24901,Tortured Bracer,68,114
24902,Talhide Stitched-Belt,69,117
24903,Talhide Lined-Boots,69,117
24904,Talhide Chestpiece,69,117
24905,Talhide Lined-Gloves,69,117
24906,Talhide Helmet,69,117
24907,Talhide Lined-Leggings,69,117
24908,Talhide Shoulderguards,69,117
24909,Talhide Lined-Bracers,69,117
24910,Netherstorm Belt,70,120
24911,Netherstorm Greaves,70,120
24912,Netherstorm Chestpiece,70,120
24913,Netherstorm Gauntlets,70,120
24914,Netherstorm Helm,70,120
24915,Netherstorm Legguards,70,120
24916,Netherstorm Shoulderguards,70,120
24917,Netherstorm Bracer,70,120
24918,Grimscale Belt,57,81
24919,Grimscale Sabatons,57,81
24920,Grimscale Armor,57,81
24921,Grimscale Gauntlets,57,81
24922,Grimscale Helm,57,81
24923,Grimscale Legguards,57,81
24924,Grimscale Pauldrons,57,81
24925,Grimscale Vambraces,57,81
24926,Ango'rosh Belt,58,84
24927,Ango'rosh Sabatons,58,84
24928,Ango'rosh Breastplate,58,84
24929,Ango'rosh Gauntlets,58,84
24930,Ango'rosh Helm,58,84
24931,Ango'rosh Legguards,58,84
24932,Ango'rosh Pauldrons,58,84
24933,Ango'rosh Vambraces,58,84
24934,Darkcrest Belt,59,87
24935,Darkcrest Sabatons,59,87
24936,Darkcrest Breastplate,59,87
24937,Darkcrest Gauntlets,59,87
24938,Darkcrest Helm,59,87
24939,Darkcrest Legguards,59,87
24940,Darkcrest Pauldrons,59,87
24941,Darkcrest Bracers,59,87
24942,Bloodscale Belt,60,90
24943,Bloodscale Sabatons,60,90
24944,Bloodscale Breastplate,60,90
24945,Bloodscale Gauntlets,60,90
24946,Bloodscale Helm,60,90
24947,Bloodscale Legguards,60,90
24948,Bloodscale Pauldrons,60,90
24949,Bloodscale Bracers,60,90
24950,Bogslayer Belt,61,93
24951,Bogslayer Sabatons,61,93
24952,Bogslayer Breastplate,61,93
24953,Bogslayer Gauntlets,61,93
24954,Bogslayer Helm,61,93
24955,Bogslayer Legplates,61,93
24956,Bogslayer Pauldrons,61,93
24957,Bogslayer Bracers,61,93
24958,Khan'aish Girdle,62,96
24959,Khan'aish Greaves,62,96
24960,Khan'aish Breastplate,62,96
24961,Khan'aish Gloves,62,96
24962,Khan'aish Helmet,62,96
24963,Khan'aish Legplates,62,96
24964,Khan'aish Epaulets,62,96
24965,Khan'aish Bracers,62,96
24966,Talonguard Girdle,63,99
24967,Talonguard Greaves,63,99
24968,Talonguard Armor,63,99
24969,Talonguard Gloves,63,99
24970,Talonguard Helmet,63,99
24971,Talonguard Legplates,63,99
24972,Talonguard Epaulets,63,99
24973,Talonguard Bracers,63,99
24974,Reaver Girdle,64,102
24975,Reaver Greaves,64,102
24976,Reaver Armor,64,102
24977,Reaver Gloves,64,102
24978,Reaver Helmet,64,102
24979,Reaver Legplates,64,102
24980,Reaver Epaulets,64,102
24981,Reaver Bracers,64,102
24982,Boulderfist Belt,65,105
24983,Boulderfist Greaves,65,105
24984,Boulderfist Armor,65,105
24985,Boulderfist Gloves,65,105
24986,Boulderfist Helm,65,105
24987,Boulderfist Legplates,65,105
24988,Boulderfist Epaulets,65,105
24989,Boulderfist Bracers,65,105
24990,Warmaul Belt,66,108
24991,Warmaul Greaves,66,108
24992,Warmaul Breastplate,66,108
24993,Warmaul Gloves,66,108
24994,Warmaul Helmet,66,108
24995,Warmaul Legplates,66,108
24996,Warmaul Epaulets,66,108
24997,Warmaul Vambraces,66,108
24998,Bloodfist Girdle,67,111
24999,Bloodfist Greaves,67,111
25000,Bloodfist Breastplate,67,111
25001,Bloodfist Gloves,67,111
25002,Bloodfist Helmet,67,111
25003,Bloodfist Legplates,67,111
25004,Bloodfist Epaulets,67,111
25005,Bloodfist Vambraces,67,111
25006,Conqueror's Girdle,68,114
25007,Conqueror's Greaves,68,114
25008,Conqueror's Breastplate,68,114
25009,Conqueror's Gauntlets,68,114
25010,Conqueror's Helmet,68,114
25011,Conqueror's Legplates,68,114
25012,Conqueror's Epaulets,68,114
25013,Conqueror's Vambraces,68,114
25014,Shattered Hand Belt,69,117
25015,Shattered Hand Sabatons,69,117
25016,Shattered Hand Breastplate,69,117
25017,Shattered Hand Gauntlets,69,117
25018,Shattered Hand Helmet,69,117
25019,Shattered Hand Legplates,69,117
25020,Shattered Hand Epaulets,69,117
25021,Shattered Hand Vambraces,69,117
25022,Warlord's Iron-Girdle,70,120
25023,Warlord's Sabatons,70,120
25024,Warlord's Iron-Breastplate,70,120
25025,Warlord's Iron-Gauntlets,70,120
25026,Warlord's Iron-Helm,70,120
25027,Warlord's Iron-Legplates,70,120
25028,Warlord's Iron-Epaulets,70,120
25029,Warlord's Iron-Vambraces,70,120
25030,Silky Velvet Cloak,57,81
25031,Silvermoon Royal Cloak,58,84
25032,Hellfire Cloak,59,87
25033,Scavenger's Cloak,60,90
25034,Elementalist Cloak,61,93
25035,Silver-Lined Cloak,62,96
25036,Boulderfist Cloak,63,99
25037,Patched Cape,64,102
25038,Forest Shroud,65,105
25039,Farseer Cloak,66,108
25040,Murkblood Cape,67,111
25041,Ambusher's Cloak,68,114
25042,Nether Cloak,69,117
25043,Amber Cape,70,120
25044,Rubellite Ring,57,81
25045,Azurite Ring,58,84
25046,Spined Ring,59,87
25047,Tourmaline Loop,60,90
25048,Smoky Quartz Ring,61,93
25049,Scheelite Ring,62,96
25050,Moldavite Ring,63,99
25051,Blue Topaz Band,64,102
25052,Hauyne Ring,65,105
25053,Lazuli Ring,66,108
25054,Sodalite Band,67,111
25055,Alexandrite Ring,68,114
25056,Almandine Ring,69,117
25057,Amber Band,70,120
25058,Anglesite Choker,57,81
25059,Fire Opal Collar,58,84
25060,Sunstone Necklace,59,87
25061,Hiddenite Necklace,60,90
25062,Zircon Amulet,61,93
25063,Multi-Colored Beads,62,96
25064,Amethyst Pendant,63,99
25065,Turquoise Brooch,64,102
25066,Pink Sapphire Necklace,65,105
25067,Diopside Beads,66,108
25068,Kunzite Necklace,67,111
25069,Epidote Stone Necklace,68,114
25070,Coral Beads,69,117
25071,Tanzanite Pendant,70,120
25072,Northman's Shield,57,81
25073,Emperor Shield,58,84
25074,Telaari Shield,59,87
25075,Hardened Steel Shield,60,90
25076,Screaming Shield,61,93
25077,Modani War-Shield,62,96
25078,Zangari Shield,63,99
25079,Outland Shield,64,102
25080,Spell-Breaker Shield,65,105
25081,Bayeaux Shield,66,108
25082,Fel-Iron Shield,67,111
25083,Smouldering Shield,68,114
25084,Zeth'Gor Shield,69,117
25085,Dragonscale Shield,70,120
25086,Dreamseeker Dandelion,57,81
25087,Bleeding Eye,58,84
25088,Laughing Skull Orb,59,87
25089,Supplicant's Rod,60,90
25090,Slavehandler Rod,61,93
25091,Mistyreed Torch,62,96
25092,Consortium Crystal,63,99
25093,Shadow Council Orb,64,102
25094,Eldr'naan Scepter,65,105
25095,Archmage Orb,66,108
25096,Elementalist Star,67,111
25097,Astralaan Orb,68,114
25098,Tuurik Torch,69,117
25099,Draenei Crystal Rod,70,120
25100,Liege Blade,57,81
25101,Cross Pommel Dagger,58,84
25102,Jaedenis Dagger,59,87
25103,Nightstalker Dagger,60,90
25104,Anzac Dagger,61,93
25105,Arachnid Dagger,62,96
25106,Cobra Shortblade,63,99
25107,Draconic Dagger,64,102
25108,Grave Keeper Knife,65,105
25109,Moon Blade,66,108
25110,Sharp Bowie Knife,67,111
25111,Lionhead Dagger,68,114
25112,Fel Ripper,69,117
25113,Phantom Dagger,70,120
25114,Doomsayer's Mace,57,81
25115,Riversong Mace,58,84
25116,Pneumatic War Hammer,59,87
25117,Flanged Battle Mace,60,90
25118,Battle Star,61,93
25119,Silvermoon War-Mace,62,96
25120,Rockshard Club,63,99
25121,Dreaded Mace,64,102
25122,Khorium Plated Bludgeon,65,105
25123,Boneshredder Mace,66,108
25124,Footman Mace,67,111
25125,Retro-Spike Club,68,114
25126,Anvilmar Hammer,69,117
25127,Knight's War Hammer,70,120
25128,Shining Mace,57,81
25129,Giant's Leg Bone,58,84
25130,Gronn-Bone Club,59,87
25131,Hateful Bludgeon,60,90
25132,Thrallmar War Hammer,61,93
25133,Stormwind Maul,62,96
25134,Highmountain Hammer,63,99
25135,Clefthoof Mace,64,102
25136,Blood Stained Hammer,65,105
25137,Draenethyst Mallet,66,108
25138,Blood Knight Maul,67,111
25139,Algaz Battle Hammer,68,114
25140,Commanding Mallet,69,117
25141,Halaani Hammer,70,120
25142,Telaari Longblade,57,81
25143,Silver Hand Blade,58,84
25144,Skettis Curved Blade,59,87
25145,Wisdom Blade,60,90
25146,Light-Etched Longsword,61,93
25147,Skystrider Katana,62,96
25148,Bone Collector Sword,63,99
25149,Baron's Broadsword,64,102
25150,Honor Hold Saber,65,105
25151,Assassins' Short Blade,66,108
25152,Howling Sword,67,111
25153,Gladiator Greatblade,68,114
25154,Blood Groove Blade,69,117
25155,Iron Skull Sword,70,120
25156,Royal Crusader Sword,57,81
25157,Serpentlord Claymore,58,84
25158,Skeletal Broadsword,59,87
25159,Thunderstrike Falchion,60,90
25160,Vengeance Blade,61,93
25161,Dragon Wing Blade,62,96
25162,Darkened Broadsword,63,99
25163,Elexorien Blade,64,102
25164,Crude Umbrafen Blade,65,105
25165,Boulderfist Claymore,66,108
25166,Mok'Nathal Warblade,67,111
25167,Nethersteel Claymore,68,114
25168,Sha'tari Longsword,69,117
25169,Fel Orc Brute Sword,70,120
25170,Rattan Bo Staff,57,81
25171,Straight Hardwood Staff,58,84
25172,Jinbali Warp-Staff,59,87
25173,Master's Bo Staff,60,90
25174,Hanbo Staff,61,93
25175,Demoniac Longstaff,62,96
25176,Taiji Quarterstaff,63,99
25177,Tanjo Staff,64,102
25178,Bata Staff,65,105
25179,Nguni Stick,66,108
25180,Calenda Fighting Stick,67,111
25181,Tapered Staff,68,114
25182,Crystal-Etched Warstaff,69,117
25183,Voodoo Hex-Staff,70,120
25184,Ravager Claws,57,81
25185,Thrasher Blades,58,84
25186,Vampiric Handscythes,59,87
25187,Shekketh Talons,60,90
25188,Spleenripper Claws,61,93
25189,Ironspine Point,62,96
25190,Wight's Claws,63,99
25191,Dread Fangs,64,102
25192,Gutrippers,65,105
25193,Deathclaw Talons,66,108
25194,Serpent's Fangs,67,111
25195,Diamond Tipped Claws,68,114
25196,Boneshredder Claws,69,117
25197,Razor Scythes,70,120
25198,Karaborian Battle Axe,57,81
25199,Knight's War Axe,58,84
25200,Jagged Broadaxe,59,87
25201,Reaver's Sickle,60,90
25202,Kingly Axe,61,93
25203,Chipped Woodchopper,62,96
25204,Colossal War Axe,63,99
25205,Silvermoon Crescent Axe,64,102
25206,Berserker Axe,65,105
25207,Shadowmoon Cleaver,66,108
25208,Bladespire Broadaxe,67,111
25209,Amani Tomahawk,68,114
25210,Double-Bladed Axe,69,117
25211,Rockbiter Cutter,70,120
25212,Lucky Strike Axe,57,81
25213,Fel-Touched Axe,58,84
25214,Mok'Nathal Battleaxe,59,87
25215,Spiked Battle Axe,60,90
25216,Ogre Splitting Axe,61,93
25217,Sundering Axe,62,96
25218,Silver-Edged Axe,63,99
25219,Rending Claw,64,102
25220,Glorious War-Axe,65,105
25221,Ghostly Battle Axe,66,108
25222,Ceremonial Slayer's Axe,67,111
25223,Windcaller Hatchet,68,114
25224,Slavemaster Axe,69,117
25225,Deepforge Broadaxe,70,120
25226,War Scythe,57,81
25227,Sha'tari Longspear,58,84
25228,Halberd Polearm,59,87
25229,Partisan Polearm,60,90
25230,Voulge Blade,61,93
25231,Fel-Wrought Halberd,62,96
25232,War Glaive,63,99
25233,Battle Scythe,64,102
25234,Telaari Polearm,65,105
25235,Ethereal-Etched Glaive,66,108
25236,Grim Scythe,67,111
25237,Nether Trident,68,114
25238,Hellfire War Spear,69,117
25239,Legend's Glaive,70,120
25240,Azerothian Longbow,57,81
25241,Ashenvale Longbow,58,84
25242,Telaari Longbow,59,87
25243,Windtalker Bow,60,90
25244,Viper Bow,61,93
25245,Razorsong Bow,62,96
25246,Thalassian Compound Bow,63,99
25247,Expert's Bow,64,102
25248,Talbuk Hunting Bow,65,105
25249,Ranger's Recurved Bow,66,108
25250,Rocslayer Longbow,67,111
25251,Orc Flatbow,68,114
25252,Dream Catcher Bow,69,117
25253,Windspear Longbow,70,120
25254,Tower Crossbow,57,81
25255,Ram's Head Crossbow,58,84
25256,Stronghold Crossbow,59,87
25257,Citadel Crossbow,60,90
25258,Repeater Crossbow,61,93
25259,Collapsible Crossbow,62,96
25260,Archer's Crossbow,63,99
25261,Mighty Crossbow,64,102
25262,Battle Damaged Crossbow,65,105
25263,Assassins' Silent Crossbow,66,108
25264,Pocket Ballista,67,111
25265,Barreled Crossbow,68,114
25266,Well-Balanced Crossbow,69,117
25267,Rampant Crossbow,70,120
25268,Lead-Slug Shotgun,57,81
25269,Longbeard Rifle,58,84
25270,Gnomish Assault Rifle,59,87
25271,Croc-Hunter's Rifle,60,90
25272,PC-54 Shotgun,61,93
25273,Sawed-Off Shotgun,62,96
25274,Cliffjumper Shotgun,63,99
25275,Dragonbreath Musket,64,102
25276,Tauren Runed Musket,65,105
25277,Sporting Rifle,66,108
25278,Nessingwary Longrifle,67,111
25279,Sen'jin Longrifle,68,114
25280,Game Hunter Musket,69,117
25281,Big-Boar Battle Rifle,70,120
25282,Mahogany Wand,57,81
25283,Crystallized Ebony Wand,58,84
25284,Purpleheart Wand,59,87
25285,Bloodwood Wand,60,90
25286,Yew Wand,61,93
25287,Magician's Wand,62,96
25288,Conjurer's Wand,63,99
25289,Majestic Wand,64,102
25290,Solitaire Wand,65,105
25291,Nobility Torch,66,108
25292,Mechano-Wand,67,111
25293,Draenethyst Wand,68,114
25294,Dragonscale Wand,69,117
25295,Flawless Wand,70,120
25296,Absorption Dagger,57,81
25297,Tuning Knife,58,84
25298,Combustion Dagger,59,87
25299,Siphoning Dagger,60,90
25300,Lightning Dagger,61,93
25301,Shattering Dagger,62,96
25302,Soul-Drain Dagger,63,99
25303,Amplifying Blade,64,102
25304,Destructo-Blade,65,105
25305,Elemental Dagger,66,108
25306,Permafrost Dagger,67,111
25307,Shadow Dagger,68,114
25308,Thunder Spike,69,117
25309,Warpdagger,70,120
25310,Naaru Lightmace,57,81
25311,Revitalizing Hammer,58,84
25312,Glorious Scepter,59,87
25313,Cold-Iron Scepter,60,90
25314,Ceremonial Hammer,61,93
25315,Restorative Mace,62,96
25316,Spirit-Clad Mace,63,99
25317,Lesser Sledgemace,64,102
25318,Ancestral Hammer,65,105
25319,Tranquility Mace,66,108
25320,Queen's Insignia,67,111
25321,Divine Hammer,68,114
25322,Lordly Scepter,69,117
25323,Ascendant's Scepter,70,120
25324,Angerstaff,57,81
25325,Brutal Scar-Limb,58,84
25326,Primal Lore-Staff,59,87
25327,Frenzied Staff,60,90
25328,Faerie-Kind Staff,61,93
25329,Tranquility Staff,62,96
25330,Starshine Staff,63,99
25331,Vengeance Staff,64,102
25332,Reflective Staff,65,105
25333,Purification Staff,66,108
25334,Intimidating Greatstaff,67,111
25335,Feral Warp-Staff,68,114
25336,Splintering Greatstaff,69,117
25337,Swarming Sting-Staff,70,120
25338,Loosely Threaded Pants,61,66
25339,Loosely Threaded Shoulderpads,61,66
25340,Loosely Threaded Vest,61,66
25341,Dilapidated Cloth Belt,67,72
25342,Dilapidated Cloth Boots,67,72
25343,Dilapidated Cloth Bracers,67,72
25344,Dilapidated Cloth Gloves,67,72
25345,Dilapidated Cloth Hat,67,72
25346,Dilapidated Cloth Pants,67,72
25347,Dilapidated Cloth Shoulderpads,67,72
25348,Dilapidated Cloth Vest,67,72
25349,Moldy Leather Armor,61,66
25350,Moldy Leather Belt,61,66
25351,Moldy Leather Boots,61,66
25352,Moldy Leather Bracers,61,66
25353,Moldy Leather Gloves,61,66
25354,Moldy Leather Helmet,61,66
25355,Moldy Leather Pants,61,66
25356,Moldy Leather Shoulderpads,61,66
25357,Decaying Leather Armor,67,72
25358,Decaying Leather Belt,67,72
25359,Decaying Leather Boots,67,72
25360,Decaying Leather Bracers,67,72
25361,Decaying Leather Gloves,67,72
25362,Decaying Leather Helmet,67,72
25363,Decaying Leather Pants,67,72
25364,Decaying Leather Shoulderpads,67,72
25365,Eroded Mail Armor,61,66
25366,Eroded Mail Belt,61,66
25367,Eroded Mail Boots,61,66
25368,Eroded Mail Bracers,61,66
25369,Eroded Mail Circlet,61,66
25370,Eroded Mail Gloves,61,66
25371,Eroded Mail Pants,61,66
25372,Eroded Mail Shoulderpads,61,66
25373,Corroded Mail Armor,67,72
25374,Corroded Mail Belt,67,72
25375,Corroded Mail Boots,67,72
25376,Corroded Mail Bracers,67,72
25377,Corroded Mail Circlet,67,72
25378,Corroded Mail Gloves,67,72
25379,Corroded Mail Pants,67,72
25380,Corroded Mail Shoulderpads,67,72
25381,Tarnished Plate Belt,61,66
25382,Tarnished Plate Boots,61,66
25383,Tarnished Plate Bracers,61,66
25384,Tarnished Plate Chestpiece,61,66
25385,Tarnished Plate Gloves,61,66
25386,Tarnished Plate Helmet,61,66
25387,Tarnished Plate Pants,61,66
25388,Tarnished Plate Shoulderpads,61,66
25389,Deteriorating Plate Belt,67,72
25390,Deteriorating Plate Boots,67,72
25391,Deteriorating Plate Bracers,67,72
25392,Deteriorating Plate Chestpiece,67,72
25393,Deteriorating Plate Gloves,67,72
25394,Deteriorating Plate Helmet,67,72
25395,Deteriorating Plate Pants,67,72
25396,Deteriorating Plate Shoulderpads,67,72
25397,Eroded Axe,64,69
25398,Stone Reaper,64,69
25399,Deteriorating Blade,64,69
25400,Tarnished Claymore,64,69
25401,Corroded Mace,64,69
25402,The Stoppable Force,64,69
25403,Sharpened Stilleto,64,69
25404,Dense War Staff,64,69
25405,Rusted Musket,64,69
25406,Broken Longbow,64,69
25407,The Movable Object,64,69
25408,Shiny Tail Hair,0,1
25409,Resilient Tail Hair,0,1
25410,Damaged Hoof,0,1
25411,Worn Hoof,0,1
25412,Dirt-covered Fur,0,1
25413,Smooth Fur,0,1
25414,Brittle Horn,0,1
25415,Aged Horn,0,1
25416,Oshu'gun Crystal Fragment,0,0
25417,Bloody Fang,0,1
25418,Razor Sharp Fang,0,1
25419,Unmarked Bag of Gems,0,1
25420,Severed Claw,0,1
25421,Gnarled Claw,0,1
25422,Bulging Sack of Gems,0,1
25423,Bag of Premium Gems,0,1
25424,Gem-Stuffed Envelope,0,1
25425,Molted Feather,0,1
25426,Brilliant Feather,0,1
25427,Beaten Talon,0,1
25428,Savage Talon,0,1
25429,Grime-encrusted Scale,0,1
25430,Glimmering Scale,0,1
25431,Ripped Fin,0,1
25432,Pristine Fin,0,1
25433,Obsidian Warbeads,0,1
25434,Fractured Carapace,0,1
25435,Hardened Carapace,0,1
25436,Twitching Leg,0,1
25437,Barbed Leg,0,1
25438,Malachite Pendant,13,18
25439,Tigerseye Band,13,18
25440,Cracked Boar Tusk,0,1
25441,Gnarled Boar Tusk,0,1
25442,Mangled Snout,0,1
25443,Bloody Snout,0,1
25444,Corrosive Ichor,0,1
25445,Wretched Ichor,0,1
25446,Brittle Skull,0,1
25447,Broken Skull,0,1
25448,Blacksting's Stinger,0,1
25449,Bundle of Skins,0,1
25450,Creeping Moss,0,1
25451,Swamp Moss,0,1
25452,Blighted Fungus,0,1
25453,Death Cap Fungus,0,1
25454,Luminescent Globe,0,1
25455,Phosphorescent Globe,0,1
25456,Glowing Spores,0,1
25457,Incandescent Spores,0,1
25458,Mag'har Battle Standard,0,1
25459,"Count" Ungula's Mandible,62,1
25460,Bleeding Hollow Supply Crate,0,1
25461,Book of Forgotten Names,0,0
25462,Tome of Dusk,0,0
25463,Pair of Ivory Tusks,0,1
25464,Blood-Tempered Ranseur,0,23
25465,Stormcrow Amulet,0,0
25466,Broken Antenna,0,1
25467,Torn Moth Wing,0,1
25468,Boulderfist Plans,0,1
25469,Grimoire of Avoidance,60,60
25470,Golden Gryphon,70,70
25471,Ebon Gryphon,70,70
25472,Snowy Gryphon,70,70
25473,Swift Blue Gryphon,70,70
25474,Tawny Windrider,70,70
25475,Blue Windrider,70,70
25476,Green Windrider,70,70
25477,Swift Red Windrider,70,70
25478,Defender's Gauntlets,0,93
25479,Boots of the Earthcaller,0,93
25480,Wastewalker's Sash,0,93
25481,Suntrider's Gauntlets,0,93
25482,Venn'ren's Boots,0,93
25483,Fine Sash,0,93
25484,Telhamat Pendant,0,93
25485,Amaan's Signet,0,93
25486,Demonslayer's Wristguards,0,93
25487,Wind Dancer's Pendant,0,93
25488,Signet of Aeranas,0,93
25489,Windtalker's Cloak,0,93
25490,Boulderfist Key,0,1
25491,Salvaged Spore Sacs,0,1
25492,Earthcaller's Mace,0,93
25493,QR 9447 2H Axe,0,93
25494,Totemic Staff,0,93
25495,Wolfrider's Dagger,0,93
25496,Mag'har Bow,0,93
25497,Broken Balanced Stone Dirk,0,93
25498,Rough Stone Statue,0,10
25499,Felblood Band,0,93
25500,Felforce Medallion,0,93
25501,Lost Anchorite's Cloak,0,93
25502,Lightbearer's Gauntlets,0,90
25503,Flamehandler's Gloves,0,90
25504,Pilgrim's Belt,0,90
25505,Carinda's Wedding Band,0,90
25506,Vindicator's Chain Helm,0,93
25507,Leggings of Telhamat,0,93
25508,Omenai Vest,0,93
25509,Northwind Cleft Key,0,1
25510,Ceremonial Robes,0,93
25511,Thunderforge Leggings,0,93
25512,Tribal Hauberk,0,93
25513,Clefthoof Hide Mask,0,93
25514,Ikeyen's Pauldrons,0,87
25515,Mud Encrusted Boots,0,87
25516,Ikeyen's Boots,0,87
25517,Preserver's Medallion,0,93
25518,Explorer's Leggings,0,93
25519,Warden's Hammer,0,93
25520,Monster - Polearm, Lantresor,1,1
25521,Greater Rune of Warding,60,70
25522,Marshstrider's Spaulders,0,93
25523,Windcaller's Gauntlets,0,93
25524,Cenarion Expedition Boots,0,93
25525,Zangar Epaulets,0,96
25526,Plans: Greater Rune of Warding,0,70
25527,Swift Red Gryphon,70,70
25528,Swift Green Gryphon,70,70
25529,Swift Purple Gryphon,70,70
25530,Helm of Natural Purity,0,96
25531,Swift Green Windrider,70,70
25532,Swift Yellow Windrider,70,70
25533,Swift Purple Windrider,70,70
25534,Marsh Survivalist's Belt,0,96
25535,Netherwhelp's Collar,0,20
25536,Sporeggar Smasher,0,94
25537,Hewing Axe of the Marsh,0,94
25538,Sporeling Claw,0,94
25539,Potion of Water Breathing,60,60
25540,Dark Cloak of the Marsh,0,94
25541,Cenarion Ring of Casting,0,94
25542,Lucky Circle of the Fool,0,96
25543,Talbuk Sticker,0,105
25544,Zerid's Vintage Musket,0,105
25545,Talbuk Dirk,0,105
25546,QR XXXX Paladin Chest,0,105
25547,QR XXXX Druid Shoulders,0,105
25548,Tallstalk Mushroom,40,50
25549,Blood Knight Tabard,0,60
25550,Redcap Toadstool,40,50
25551,QR XXXX Hunter Legs,0,105
25552,Warmaul Ogre Banner,0,1
25553,Exodar Staff,0,5
25554,Kil'sorrow Armaments,0,1
25555,Kil'sorrow Banner,0,1
25556,Oversized Ogre Hauberk,0,102
25557,Salvaged Ango'rosh Pauldrons,0,102
25558,Ango'rosh Souleater's Cowl,0,102
25559,Lo'ap's Tunic of Muck Diving,0,79
25560,Lo'ap's Muck Diving Pads,0,79
25561,Muck-ridden Galoshes,0,79
25562,Earthen Mark of Razing,0,100
25563,Earthen Mark of Power,0,100
25564,Earthen Mark of Health,0,100
25565,Spaulders of the Ring,0,105
25566,Judicator's Gauntlets,0,105
25567,Cord of the Ring,0,105
25568,Warcaster's Scaled Leggings,0,105
25569,Murkblood Avenger's Chestplate,0,105
25570,Melia's Lustrous Crown,0,105
25571,QR 9863 Druid Helm,0,105
25572,QR 9863 Shaman Legs,0,105
25573,QR 9863 Warrior Chest,0,105
25574,Greenkeeper's Pantaloons,0,105
25575,Thunderbringer's Guard,0,105
25576,Smuggler's Mitts,0,105
25577,Greenblood Pantaloons,0,105
25578,Caustic Feelers,0,105
25579,Dark Shaman's Cover,0,105
25580,QR 9867 Warrior Legs,0,105
25581,QR 9867 Hunter Gloves,0,105
25582,QR 9867 Druid Moonkin Belt,0,105
25583,Eighty Silver Links,0,105
25584,Murkblood Oven Mitts,0,105
25585,Murkblood Avenger's Legplates,0,105
25586,Burning Blade Peace Offering,0,1
25587,Monster - Item, Broom (On Fire),1,1
25588,Monster - Mace2H, Totem (Zorbo),1,1
25589,Clefthoof Helm,0,105
25590,Head of Cho'war,0,1
25591,Clefthoof Gloves,0,105
25592,Clefthoof Wristguards,0,105
25593,Windroc Greaves,0,105
25594,Windroc Boots,0,105
25595,Windroc Shroud,0,105
25596,Peep's Whistle,70,70
25597,Vindicator's Cinch,0,90
25598,Fen Strider's Bracer,0,90
25599,Explorer's Bands,0,90
25600,Bog Walker's Bands,0,90
25601,Murk-Darkened Bracers,0,90
25602,Bog Walker's Belt,0,90
25603,Lantresor's Warblade,0,97
25604,Warmaul Prison Key,0,1
25605,Burning Blade Devotee's Cinch,0,97
25606,Burning Blade Cultist Band,0,97
25608,Lantresor's Warblade,0,97
25609,Burning Blade Devotee's Cinch,0,97
25610,Fen Strider's Footguards,0,80
25611,The Witch Doctor's Wraps,0,80
25612,Daggerfen Mail,0,84
25613,Feralfen Mystic's Handwraps,0,96
